"ACELERAÇÃO DE ESTUDOS","ACELERAÇÃO DE ESTUDOS"
"SEB - Profuncionário - Multimeios Didáticos","PROFUNCIONÁRIO - MULTIMEIOS DIDÁTICOS"
"SEB - Prog. Ampliação do EF p/ 9 anos","PROGRAMA DE AMPLIAÇÃO DO ENSINO FUNDAMENTAL PARA 9 ANOS"
"SEB - Prog. de Aval do PNE","PROGRAMA DE AVALIAÇÃO DO PLANO NACIONAL DE EDUCAÇÃO"
"SEB -  Prog Nac Esc de Gestores da EB","PROGRAMA NACIONAL ESCOLA DE GESTORES DA EDUCAÇÃO BÁSICA"
"SEB - Programa de Incentivo à Leitura","PROGRAMA DE INCENTIVO À LEITURA - SEB"
"SEB -  Progr Nac de Fortalecimento dos CE","PROGRAMA NACIONAL DE FORTALECIMENTO DOS CONSELHOS ESCOLARES"
"SEB -  Progr Nac de Fortalecimento dos CE			","PROGRAMA NACIONAL DE FORTALECIMENTO DOS CONSELHOS ESCOLARES"
"SEB - Progr Nacional Biblioteca da Escola (PNBE)","PNBE"
"SEB - Proinfantil","PROINFANTIL"
"SEB - PRO-LETRAMENTO","PRÓ-LETRAMENTO"
"SEB - Pró-letramento","PRÓ-LETRAMENTO"
"SEB - Rede de FormaÃ§Ã£o","REDE DE FORMAÇÃO - SEB"
"SEB - Rede de Formação","REDE DE FORMAÇÃO - SEB"
"SEB -  REDE DE FORMAÇÃO","REDE DE FORMAÇÃO - SEB"
"SEB - REDE DE FORMAÇÃO","REDE DE FORMAÇÃO - SEB"
"SEB - Rede de Formação/Aperfeiçoamento e componentes curriculares.","REDE DE FORMAÇÃO - SEB - APERFEIÇOAMENTO"
"SEB - REDE DE FORMAÇÃO/APERFEIÇOAMENTO NA ÁREA DE ARTES E ED. FÍSICA","REDE DE FORMAÇÃO - SEB - APERFEIÇOAMENTO - ARTES E EDUCAÇÃO FÍSICA"
"SEB - Rede de Formação / Aperfeiçoamento para os professores que atuam na educação especial, nas escolas do campo, nas comunidades quilombolas e nas comunidades indígenas.","SEB - REDE DE FORMAÇAO APERF PARA PROF ED ESP/ESC CAMPO/COM QUIL / COM"
"SEB- REDE DE FORMAÇÃO/APERFEIÇOAMENTO PARA PROFESSORES DA EDUCAÇÃO ESP","SEB - REDE DE FORMAÇAO APERF PARA PROF ED ESP/ESC CAMPO/COM QUIL / COM"
"SEB - Rede de Formação/Aperfeiçoamento Prof. crianças de 6 anos.","REDE DE FORMAÇÃO - SEB - APERFEIÇOAMENTO - PROFESSORES ANOS INICIAIS E.F."
"SEB - Rede de Formação/Aperf. em Alfab e Letramento e Educ Matematica","REDE DE FORMAÇÃO - SEB - APERFEIÇOAMENTO - ALF. E LET. E EDUC. MATEMÁTICA"
"SEB - Rede de Formação/Aperf na área de Alfabetização e Linguagem","REDE DE FORMAÇÃO - SEB - APERFEIÇOAMENTO - ALFABETIZAÇÃO E LINGUAGEM"
"SEB-Rede de Formação/Aperf. na área de Artes e Educ. Física","REDE DE FORMAÇÃO - SEB - APERFEIÇOAMENTO - ARTES E EDUCAÇÃO FÍSICA"
"SEB-Rede de Formação/Aperf na área de Ciências Humanas e Sociais","REDE DE FORMAÇÃO - SEB - APERFEIÇOAMENTO - CIÊNCIAS HUMANAS E SOCIAIS"
"SEB-Rede de Formação/Aperf. na área de Educ Matemática e Científica","REDE DE FORMAÇÃO - SEB - APERFEIÇOAMENTO - EDUC. MATEMÁTICA E CIENTÍFICA"
"SEB - REDE DE FORMAÇAO APERF PARA PROF ED ESP/ESC CAMPO/COM QUIL / COM","SEB - REDE DE FORMAÇAO APERF PARA PROF ED ESP/ESC CAMPO/COM QUIL / COM"
"SEB - Rede de formação/ Cursos para Coord e/ou Superv pedagógicos.","REDE DE FORMAÇÃO - SEB - APERFEIÇOAMENTO - COORDENADORES E SUPERVISORES PEDAGÓGICOS"
"SEB- REDE DE FORMAÇÃO E FNDE - ESCOLA  ATIVA","ESCOLA ATIVA"
"SEB - Rede de Formação/Espec na área de Educ Matemática e Científica","REDE DE FORMAÇÃO - SEB - ESPECIALIZAÇÃO - EDUC. MATEMÁTICA E CIENTÍFICA"
"SEB - Rede de Formação/Espec. para os prof. anos/séries inc do EF","REDE DE FORMAÇÃO - SEB - ESPECIALIZAÇÃO - PROFESSORES ANOS INICIAIS E.F."
"SEB - Rede de Formação/Esp. na área de Artes e Educ Física","REDE DE FORMAÇÃO - SEB - ESPECIALIZAÇÃO - ARTES E EDUCAÇÃO FÍSICA"
"SEB - Rede de Formação/Esp na área de Ciências Humanas e Sociais","REDE DE FORMAÇÃO - SEB - ESPECIALIZAÇÃO - CIÊNCIAS HUMANAS E SOCIAIS"
"SEB - Rede de Formação ou SEED UAB","REDE DE FORMAÇÃO - SEB - APERFEIÇOAMENTO"
"SEB -  REDE DE FORMAÇÃO  PARA COORDENADORES E SUPERVISORES PEDAGÓGICOS","REDE DE FORMAÇÃO - SEB - APERFEIÇOAMENTO - COORDENADORES E SUPERVISORES PEDAGÓGICOS"
"SEB-Rede Form/Aperf p/ prof Educ Especial,Quilombola,Indigena e Campo","SEB - REDE DE FORMAÇAO APERF PARA PROF ED ESP/ESC CAMPO/COM QUIL / COM"
"SEB/SECAD/PRÓ-INFANTIL","PROINFANTIL"
"SEB / SECAD / SEESP","SEB/SECAD/SEESP"
"SEB / SECAD / SEESP / SEED","SEB/SECAD/SEESP/SEED"
"SEB/SECAD/SEESP/SEED","SEB/SECAD/SEESP/SEED"
"SEB / SEED UAB","SEB - UAB"
"SEB/SEED - UAB","SEB - UAB"
"SEB/SEED-UAB","SEB - UAB"
"SEB / SEED-UAB / SECAD","SEB / SEED / SECAD"
"SEB SEED UAB SECAD","SEB / SEED / SECAD"
"SEB SEED-UAB SECAD","SEB / SEED / SECAD"
"SEB/SEED - UAB/SECAD","SEB / SEED / SECAD"
"SEB - UAB","SEB - UAB"
"SECAD","SECAD"
"SECAD - Campo","SECAD - CAMPO"
"SECAD CAMPO","SECAD - CAMPO"
"SECAD - CAMPO","SECAD - CAMPO"
"SECAD-CAMPO","SECAD - CAMPO"
"SECAD - Conexão de Saberes","CONEXÃO DE SABERES"
"SECAD - CURSO HISTÓRIA E CULTURA AFRO-BRASILEIRA E AFRICANA","SECAD - CURSO HISTÓRIA E CULTURA AFRO-BRASILEIRA E AFRICANA"
"SECAD - Direitos Humanos","SECAD - DIREITOS HUMANOS"
"SECAD - DIREITOS HUMANOS","SECAD - DIREITOS HUMANOS"
"SECAD-DIREITOS HUMANOS","SECAD - DIREITOS HUMANOS"
"SECAD e SEED-UAB/Curso form cont História e Cult Afro-Brasil e African","SECAD - CURSO HISTÓRIA E CULTURA AFRO-BRASILEIRA E AFRICANA"
"SECAD E SEED - UAB - FORMAÇÃO P/  A DIVERSIDADE - GÊNERO E DIVERSIDADE","SECAD - FORMAÇÃO PARA DIVERSIDADE - GÊNERO E DIVERSIDADE"
"SECAD e SEED - UAB - Formação para a diversidade","SECAD - FORMAÇÃO PARA DIVERSIDADE - APERFEIÇOAMENTO"
"SECAD e SEED - UAB/Formação para a diversidade(Formação Continuada).","SECAD - FORMAÇÃO PARA DIVERSIDADE - APERFEIÇOAMENTO"
"SECAD E SEED- UAB - FORMAÇÃO PARA A DIVERSIDADE/RELAÇÃO ÉTICO RACIAL","SECAD - FORMAÇÃO PARA DIVERSIDADE - RELAÇÕES ÉTNICO-RACIAIS"
"SECAD e SEED-UAB/Formação p/ Diversidade Educ Ambiental","SECAD - FORMAÇÃO PARA DIVERSIDADE - EDUCAÇÃO AMBIENTAL"
"SECAD e SEED - UAB/Formação p/ Diversidade-Educ em Dir. Humanos","SECAD - FORMAÇÃO PARA DIVERSIDADE - DIREITOS HUMANOS"
"SECAD e SEED - UAB/Formação p/ Diversidade-Educ Integral","SECAD - FORMAÇÃO PARA DIVERSIDADE - ED. INTEGRAL E INTEGRADA"
"SECAD e SEED - UAB/Formação p/ diversidade-Especialização","SECAD - FORMAÇÃO PARA DIVERSIDADE - ESPECIALIZAÇÃO"
"SECAD e SEED - UAB/Formação p/ Diversidade-Gênero e Diversidade","SECAD - FORMAÇÃO PARA DIVERSIDADE - GÊNERO E DIVERSIDADE"
"SECAD e SEED - UAB/Formação p/ Diversidade-Rel Étnico-Raciais","SECAD - FORMAÇÃO PARA DIVERSIDADE - RELAÇÕES ÉTNICO-RACIAIS"
"SECAD  E SEED-UAB/ FORM. P/ DIVERSIDADE-ED. EM DIREITOS HUMANOS","SECAD - FORMAÇÃO PARA DIVERSIDADE - DIREITOS HUMANOS"
"SECAD/FNDE/PDDE","PDDE"
"SECAD / FORMAÇÃO CONTINUADA PARA PROF DAS COMUNI","SECAD - Formação continuada para professores das comunidades indígenas"
"SECAD - Formação continuada para professores das comunidades indígenas","SECAD - Formação continuada para professores das comunidades indígenas"
"SECAD - Formação Continuada p/ Prof das Comunidades Indigenas","SECAD - Formação continuada para professores das comunidades indígenas"
"SECAD - FORMAÇÃO PARA DIVERSIDADE - APERFEIÇOAMENTO","SECAD - FORMAÇÃO PARA DIVERSIDADE - APERFEIÇOAMENTO"
"SECAD - FORMAÇÃO PARA DIVERSIDADE - DIREITOS HUMANOS","SECAD - FORMAÇÃO PARA DIVERSIDADE - DIREITOS HUMANOS"
"SECAD - FORMAÇÃO PARA DIVERSIDADE - ED. INTEGRAL E INTEGRADA","SECAD - FORMAÇÃO PARA DIVERSIDADE - ED. INTEGRAL E INTEGRADA"
"SECAD - FORMAÇÃO PARA DIVERSIDADE - EDUCAÇÃO AMBIENTAL","SECAD - FORMAÇÃO PARA DIVERSIDADE - EDUCAÇÃO AMBIENTAL"
"SECAD - FORMAÇÃO PARA DIVERSIDADE - ESPECIALIZAÇÃO","SECAD - FORMAÇÃO PARA DIVERSIDADE - ESPECIALIZAÇÃO"
"SECAD - FORMAÇÃO PARA DIVERSIDADE - GÊNERO E DIVERSIDADE","SECAD - FORMAÇÃO PARA DIVERSIDADE - GÊNERO E DIVERSIDADE"
"SECAD - FORMAÇÃO PARA DIVERSIDADE - RELAÇÕES ÉTNICO-RACIAIS","SECAD - FORMAÇÃO PARA DIVERSIDADE - RELAÇÕES ÉTNICO-RACIAIS"
"SECAD/IES - Cultura Afro","SECAD/IES - Cultura Afro"
"SECAD/IES-UNIAFRO","SECAD/IES-UNIAFRO"
"SECAD  Mais educação","MAIS EDUCAÇÃO"
"SECAD - Mais Educação","MAIS EDUCAÇÃO"
"SECAD - Mais Educação.","MAIS EDUCAÇÃO"
"SECAD/Mais Educação","MAIS EDUCAÇÃO"
"SECAD -  MAIS EDUCAÇÃO","MAIS EDUCAÇÃO"
"SECAD - MAIS EDUCAÇÃO","MAIS EDUCAÇÃO"
"SECAD - MAIS  EDUCAÇÃO","MAIS EDUCAÇÃO"
"SECAD MAIS EDUCAÇÃO - ADEQUAÇÃO E CONSTRUÇÃO DE ESPAÇOS DESPORTIVOS","MAIS EDUCAÇÃO"
"SECAD - Mais Educação/Com-Vida.","MAIS EDUCAÇÃO"
"SECAD - Mais Educação/Curso de Formação para a Equipe Escolar.","MAIS EDUCAÇÃO - CURSO PARA EQUIPE ESCOLAR"
"SECAD - Mais Educação / Curso de Formação para os gestores municipais","MAIS EDUCAÇÃO - CURSO PARA GESTORES MUNICIPAIS"
"SECAD - Mais Educação/Curso de Formação para os Gestores Municipais.","MAIS EDUCAÇÃO - CURSO PARA GESTORES MUNICIPAIS"
"SECAD - MAIS EDUCAÇÃO / DIREITOS HIMANOS","MAIS EDUCAÇÃO"
"SECAD/MAIS EDUCAÇÃO  E SEB- REDE DE FORMAÇÃO","MAIS EDUCAÇÃO"
"SECAD - MAIS EDUCAÇÃO , SEED- RÁDIO ESCOLA","MAIS EDUCAÇÃO"
"SECAD - Procampo","PROCAMPO"
"SECAD/PRO-FUNCIONARIO","PROFUNCIONÁRIO"
"SECAD - PROJETO DE ACELERAÇÃO","SECAD - PROJETO DE ACELERAÇÃO"
"SECAD - Prolind","SECAD - Prolind"
"SECAD - Relações Etnico-Raciais","SECAD - FORMAÇÃO PARA DIVERSIDADE - RELAÇÕES ÉTNICO-RACIAIS"
"SECAD -  Saberes da Terra","SABERES DA TERRA"
"SECAD - SABERES DA TERRA","SABERES DA TERRA"
"SECAD/SEB","SECAD/SEB"
"SECAD/SEED/UAB - FORMAÇÃO P/ DIVERSIDADE EDUCAÇÃO AMBIENTAL","SECAD - FORMAÇÃO PARA DIVERSIDADE - EDUCAÇÃO AMBIENTAL"
"SECAD - TV ESCOLA","TV ESCOLA"
"SECRETARIA MUNICIPAL DE EDUCAÇÃO","PREFEITURA MUNICIPAL"
"SEDUC - ESTADO, SEB-UAB, SECAD","SEDUC - ESTADO, SEB-UAB, SECAD"
"SEED","SEED"
"SEED e SECAD / Mais Educação.","MAIS EDUCAÇÃO"
"SEED e SECAD/Mais Educação","MAIS EDUCAÇÃO"
"SEED - Midias na Educação","MÍDIAS NA EDUCAÇÃO"
"SEED - MÍDIAS NA EDUCAÇÃO","MÍDIAS NA EDUCAÇÃO"
"SEED - Proinfo","PROINFO"
"SEED - PROINFO  (COM APOIO DO MIN. COMUNICAÇÕES-G-SAC)","PROINFO - GESAC"
"SEED  PROINFO (COM APOIO DO MIN. DAS COMUNICAÇÕES - G-CAC)","PROINFO - GESAC"
"SEED - ProInfo (com apoio do Min. das Comunic - G-SAC)","PROINFO - GESAC"
"SEED - Proinfo (com apoio do Ministério das Comunicações - G-SAC)","PROINFO - GESAC"
"SEED - Proinfo (com apoio do Ministério das Comunicações - GSAC)","PROINFO - GESAC"
"SEED - Rádio Escola","RÁDIO ESCOLA"
"SEED - Rede de Formação/ Cursos para Coord e/ou Superv pedagógicos","REDE DE FORMAÇÃO - SEB - APERFEIÇOAMENTO - COORDENADORES E SUPERVISORES PEDAGÓGICOS"
"SEED - TV Escola","TV ESCOLA"
"SEED - UAB/Aperfeiçoamento","UAB - APERFEIÇOAMENTO"
"SEED - UAB Artes","UAB - ARTES"
"SEED - UAB Ciências","UAB - CIENCIAS"
"SEED - UAB Educação Física","UAB - EDUCACAO FISICA"
"SEED - UAB/Especialização em Alfabetização e Letramento.","UAB - ESPECIALIZACAO - ALFABETIZACAO E LETRAMENTO"
"SEED - UAB/Especialização em Matemática e Cidadania.","UAB - ESPECIALIZAÇÃO - MATEMÁTICA E CIDADANIA"
"SEED - UAB/Especialização na área de Alfabetização e Linguagem","UAB - ESPECIALIZAÇÃO - ALFABETIZAÇÃO E LINGUAGEM"
"SEED - UAB/Especialização na área de Artes e Educação Física","UAB - ESPECIALIZAÇÃO - ARTES E EDUCAÇÃO FÍSICA"
"SEED - UAB/Especialização na área de Ciências Humanas e Sociais","UAB - ESPECIALIZAÇÃO - CIÊNCIAS HUMANAS E SOCIAIS"
"SEED - UAB/Especialização na área Educ Matemática e Científica","UAB - ESPECIALIZAÇÃO - EDUC. MATEMÁTICA E CIENTÍFICA"
"SEED - UAB/Especialização para Professores de Educ. Infantil","SEED - UAB/Especialização para Professores de Educ. Infantil"
"SEED - UAB Geografia","UAB - GEOGRAFIA"
"SEED - UAB História","UAB - HISTORIA"
"SEED - UAB Letras/Espanhol","UAB - LETRAS/ESPANHOL"
"SEED - UAB Letras/Inglês","UAB - LETRAS/INGLÊS"
"SEED - UAB Letras/Português","UAB - LETRAS/PORTUGUES"
"SEED - UAB Matemática","UAB - MATEMATICA"
"SEED - UAB Pedagogia","UAB - PEDAGOGIA"
"SEED - Xadrez nas Escolas","XADREZ NAS ESCOLAS"
"SEED - XADREZ NAS ESCOLAS","XADREZ NAS ESCOLAS"
"SEESP-PROG DE IMPLANTAÇÃO DE REC MULTIFUNCIONAIS E FORMAÇÃO CONTINUADA","SEESP - Programa de Implantação de Recursos Mulrifuncionais e Formação Continuada"
"SEESP - Programa de Formação Continuada","SEESP - PROGRAMA DE FORMAÇÃO CONTINUDA"
"SEESP - PROGRAMA DE FORMAÇÃO CONTINUDA","SEESP - PROGRAMA DE FORMAÇÃO CONTINUDA"
"SEESP PROGRAMA DE FORMAÇÃO CONTINUDA","SEESP - PROGRAMA DE FORMAÇÃO CONTINUDA"
"SEESP - Programa de Implantação de Recursos Mulrifuncionais e Formação Continuada","SEESP - Programa de Implantação de Recursos Mulrifuncionais e Formação Continuada"
"SEESP - Programa de Implantação de Recursos Multifuncionais e Formação","SEESP - Programa de Implantação de Recursos Mulrifuncionais e Formação Continuada"
"SEESP - Programa de Implantação de Salas de Recursos","SEESP - Programa de Implantação de Recursos Mulrifuncionais e Formação Continuada"
"SEGUNDO TEMPO - MINISTÉRIO DO ESPORTE","SEGUNDO TEMPO - MINISTÉRIO DO ESPORTE"
"TV ESCOLA","TV ESCOLA"
"TV ESCOLA - DVD/SECAD - MAIS EDUCAÇÃO","TV ESCOLA"
"UAB","UAB"
"UAB - APERFEIÇOAMENTO","UAB - APERFEIÇOAMENTO"
"UAB - APERFEIÇOAMENTO - PROF. ED. INFANTIL","UAB - APERFEIÇOAMENTO - PROF. ED. INFANTIL"
"UAB - ARTES","UAB - ARTES"
"UAB - CIENCIAS","UAB - CIENCIAS"
"UAB - EDUCACAO FISICA","UAB - EDUCACAO FISICA"
"UAB - ESPECIALIZACAO - ALFABETIZACAO E LETRAMENTO","UAB - ESPECIALIZACAO - ALFABETIZACAO E LETRAMENTO"
"UAB - ESPECIALIZAÇÃO - ALFABETIZAÇÃO E LINGUAGEM","UAB - ESPECIALIZAÇÃO - ALFABETIZAÇÃO E LINGUAGEM"
"UAB - ESPECIALIZAÇÃO - ARTES E EDUCAÇÃO FÍSICA","UAB - ESPECIALIZAÇÃO - ARTES E EDUCAÇÃO FÍSICA"
"UAB - ESPECIALIZAÇÃO - CIÊNCIAS HUMANAS E SOCIAIS","UAB - ESPECIALIZAÇÃO - CIÊNCIAS HUMANAS E SOCIAIS"
"UAB - ESPECIALIZAÇÃO - EDUC. MATEMÁTICA E CIENTÍFICA","UAB - ESPECIALIZAÇÃO - EDUC. MATEMÁTICA E CIENTÍFICA"
"UAB - ESPECIALIZAÇÃO - MATEMÁTICA E CIDADANIA","UAB - ESPECIALIZAÇÃO - MATEMÁTICA E CIDADANIA"
"UAB - ESPECIALIZAÇÃO - PROF. ED. INFANTIL","UAB - ESPECIALIZAÇÃO - PROF. ED. INFANTIL"
"UAB - HISTORIA","UAB - HISTORIA"
"UAB - LETRAS/ESPANHOL","UAB - LETRAS/ESPANHOL"
"UAB - LETRAS/INGLÊS","UAB - LETRAS/INGLÊS"
"UAB - LETRAS/PORTUGUES","UAB - LETRAS/PORTUGUES"
"UAB - MATEMATICA","UAB - MATEMATICA"
"UAB - PEDAGOGIA","UAB - PEDAGOGIA"
"UNIAFRO","UNIAFRO"
"XADREZ NAS ESCOLAS","XADREZ NAS ESCOLAS"
